NMT,anio,mes,dia,tipo,LAEQ,LAS01,LAS10,LAS50,LAS90,LAS99
16,2022,1,30,N,49.1,58.6,53,43.4,38.2,37.1
16,2022,1,30,T,54.1,61,55.7,49.5,39.8,37.3
17,2022,1,30,D,59.1,67.6,61.6,54.5,47.2,44.2
17,2022,1,30,E,57.7,68.3,60.9,52.9,45.6,43.1
17,2022,1,30,N,48.7,58.6,52.1,44.5,40.7,39.2
17,2022,1,30,T,57.3,66.9,60,51.3,42.3,39.9
18,2022,1,30,D,56.1,67.3,58.6,51.5,46.1,44
18,2022,1,30,E,53.4,64.5,55.7,48.9,45,43.2
18,2022,1,30,N,47,55.8,48.9,44.6,43.1,42.1
18,2022,1,30,T,54.1,65.7,56.5,48.4,43.6,42.3
19,2022,1,30,D,57.5,65.4,60.3,53.9,49.3,46.8
19,2022,1,30,E,58.2,67,61.4,55.2,50.7,48.2
19,2022,1,30,N,54.1,63.7,57.5,50.1,44.9,42
19,2022,1,30,T,56.7,65.4,59.9,53,47.2,43.2
20,2022,1,30,D,59.8,67.1,60.9,55.4,48.9,43.9
20,2022,1,30,E,58.4,67.2,61.5,55.7,50.2,46.3
20,2022,1,30,N,53.4,63.4,56.4,48.2,42.5,40.4
20,2022,1,30,T,58.1,66.2,60.1,53.7,44.6,41.1
24,2022,1,30,D,46.8,54.9,49.2,44.8,41.5,38.8
24,2022,1,30,E,44.9,53.2,47.3,43.5,40.9,39.1
24,2022,1,30,N,43.4,51.8,45.4,41.8,39.7,39
24,2022,1,30,T,45.6,53.9,48.1,43.5,40.3,39
25,2022,1,30,D,66.8,69.9,68.3,66.5,63.4,59.6
25,2022,1,30,E,66.7,69.6,68.2,66.6,64.5,62.1
25,2022,1,30,N,63,68,66.1,62.2,55.6,48.1
25,2022,1,30,T,65.8,69.6,67.9,65.7,59.5,51.2
26,2022,1,30,D,60.4,68.3,64,57.2,54.2,51.8
26,2022,1,30,E,60.3,67.6,63.6,58.4,56.2,54.2
26,2022,1,30,N,56.2,66.2,58.5,53.1,46.9,43.1
26,2022,1,30,T,59.4,67.9,63,56.7,50.4,44.7
27,2022,1,30,D,57.8,67.4,61.7,52.9,45.3,40.1
27,2022,1,30,E,58.1,67.4,61.7,53.9,50.2,48.1
27,2022,1,30,N,54.3,65.8,56.8,47.7,40.8,37.1
27,2022,1,30,T,56.9,67,60.7,51.8,43.3,38.2
28,2022,1,30,D,65.8,74,70,62.2,52,43.5
28,2022,1,30,E,64.7,73.3,68.4,60.7,52.5,45.1
28,2022,1,30,N,59.6,70.9,63.4,47.8,36.6,34.9
28,2022,1,30,T,64.2,73.5,68.6,58.9,40.6,35.4
29,2022,1,30,D,57,65.8,60.6,52.7,43.8,37.1
29,2022,1,30,E,56.1,65.2,61,47.9,40.3,36.1
29,2022,1,30,N,48.5,61.7,47.9,37.1,33.4,32.5
29,2022,1,30,T,55.4,64.9,59.7,47.5,34.6,33
30,2022,1,30,D,57.3,63.4,59.6,56.1,48.3,45
30,2022,1,30,E,57,63.4,59.9,55.9,47.1,44.3
30,2022,1,30,N,49.4,58.8,52.4,43.8,41.4,40.2
30,2022,1,30,T,55.8,62.7,59.1,53.5,42.5,40.8
31,2022,1,30,D,61.7,71.9,66.8,52.9,47.2,43.1
31,2022,1,30,E,61.5,71.5,66.3,55.2,48.1,45.8
31,2022,1,30,N,53.9,67.4,51.9,46.6,42.1,39.9
31,2022,1,30,T,60.2,71.3,64.9,50.6,44,40.7
47,2022,1,30,D,52.4,64.2,53,46.9,43.4,41.5
47,2022,1,30,E,52.8,65.3,53.5,48.1,44.3,42.4
47,2022,1,30,N,47.5,57.2,48.5,43,39.7,38.3
47,2022,1,30,T,51.3,62.6,52.4,45.7,41.4,38.9
48,2022,1,30,D,57.6,64.8,60,56.3,51,45.5
48,2022,1,30,E,57.8,62.5,59.4,56.9,53.5,51
48,2022,1,30,N,56,63.2,58.7,55,48.9,44.7
48,2022,1,30,T,57,64,59.4,55.8,50.2,45.3
50,2022,1,30,D,63,69,64.9,61.1,56.1,52
50,2022,1,30,E,63.3,68.8,65.5,62,57.5,53.8
50,2022,1,30,N,62.9,71,65.8,60.2,53.8,49.4
50,2022,1,30,T,63,70.3,65.3,60.9,55.3,50.7
54,2022,1,30,D,59.7,65.4,61.7,57.4,53.9,51.4
54,2022,1,30,E,60,66.2,62.8,58.8,54.8,52.3
54,2022,1,30,N,54.8,62.7,56.7,51.8,49.7,48.8
54,2022,1,30,T,58.6,64.6,60.1,55.7,52.6,50.6
55,2022,1,30,D,54.4,63.7,56.6,51,46.7,43.5
55,2022,1,30,E,54.1,63.4,55.8,50.7,47.8,45.5
55,2022,1,30,N,51,60.6,52.7,46.2,42.8,41.4
55,2022,1,30,T,53.3,62.7,55.5,49.7,44.3,42
86,2022,1,30,D,52.9,62.4,56.6,48.5,43.1,40.5
86,2022,1,30,E,53.1,62.8,56.8,48.9,42.5,40
86,2022,1,30,N,46.5,58.6,48,40.3,38.3,37.5
86,2022,1,30,T,51.6,61.8,55.4,46,39.2,38
1,2022,1,31,D,64.6,71.7,67.9,63,56.6,54.1
1,2022,1,31,E,63.7,70.3,65.7,60.4,54.3,51.5
1,2022,1,31,N,58.1,66.8,62.3,53.2,46.2,43.1
1,2022,1,31,T,63.1,70.9,66.5,59.7,49.8,44.2
2,2022,1,31,D,69.2,74.8,70.8,67.9,64.4,61.4
2,2022,1,31,E,67.4,72.8,69,66.2,62.7,60.1
2,2022,1,31,N,64.8,71.7,68.2,62.4,56.3,52.7
2,2022,1,31,T,67.9,73.7,70,66.4,59.7,54.3
3,2022,1,31,D,68.6,81.7,68.8,59.3,53.6,47.1
3,2022,1,31,E,59.6,68.4,61.4,55.2,51.2,49
3,2022,1,31,N,58.5,67.3,58.7,51.5,46.2,43.5
3,2022,1,31,T,66.1,80,65.3,56.6,48.4,44.4
5,2022,1,31,D,63.2,74.5,64.1,59.6,55.8,52.9
5,2022,1,31,E,58.7,65.5,61.8,57.4,52.5,49.2
5,2022,1,31,N,51.4,61.3,55.6,45.9,37.6,36.1
5,2022,1,31,T,60.8,72.8,62.6,57.2,41.4,36.6
6,2022,1,31,D,69.4,76.5,71.9,66.6,62.2,59.6
6,2022,1,31,E,68.2,74.9,70.7,65.1,60.5,55.4
6,2022,1,31,N,62.2,70.5,65.5,57.5,49,43.8
6,2022,1,31,T,67.8,75.4,70.9,64.3,53.6,45.8
8,2022,1,31,D,64,71.3,66.7,62.3,58.8,56
8,2022,1,31,E,62.7,70.8,65.4,60.6,55.4,52.5
8,2022,1,31,N,58.9,66.8,61.6,55.1,47.7,45.6
8,2022,1,31,T,62.6,69.7,64.8,59.6,54.5,51.9
10,2022,1,31,D,66.9,72.8,68.6,61.9,57.2,54.2
10,2022,1,31,E,63.2,71.3,66.9,60.4,55.6,52.7
10,2022,1,31,N,57.3,68.4,59.9,51.9,49.8,49.1
10,2022,1,31,T,64.7,72,67.1,59.5,50.7,49.3
11,2022,1,31,D,68.2,73.6,70.3,67.3,62.6,58.8
11,2022,1,31,E,66.4,72.8,69,65.1,59.6,55.4
11,2022,1,31,N,58.2,67.2,60.5,50.4,44.2,41.9
11,2022,1,31,T,66.3,71.4,66.9,61.4,56,52.6
12,2022,1,31,D,63.5,71.3,64.4,61.1,58,55.5
12,2022,1,31,E,60.8,67.1,63,59.6,56.1,53
12,2022,1,31,N,55.5,63.8,58.7,52.3,45.8,38.3
12,2022,1,31,T,61.6,69,63.4,59.3,49.5,41.8
13,2022,1,31,D,62.2,70.9,62.4,56.9,52.2,48.3
13,2022,1,31,E,57.2,67.3,59.5,53.8,48.1,45.5
13,2022,1,31,N,49.8,60.2,53,41.9,38.2,36.3
13,2022,1,31,T,59.7,67.7,60.8,54,39.9,37.1
14,2022,1,31,D,63.7,69.5,64.5,61.2,58.7,57
14,2022,1,31,E,63.3,69.9,63.5,60.1,57,54.3
14,2022,1,31,N,57.5,66.3,61.2,54,47,42.5
14,2022,1,31,T,62.4,68.5,63.8,60,51.1,44.2
16,2022,1,31,D,58.4,67.2,59.7,55,49.9,45.1
16,2022,1,31,E,54.3,61.9,57.3,52.3,45.9,43
16,2022,1,31,N,47.8,58.3,52,40.2,36.4,35.2
16,2022,1,31,T,56.1,64.7,58.3,52.2,37.7,35.7
17,2022,1,31,D,57.9,66.5,59,53.9,49.6,46.7
17,2022,1,31,E,53.2,61.7,55.9,50.9,45.2,43.1
17,2022,1,31,N,49.7,59.4,52.5,43.5,39.2,37.7
17,2022,1,31,T,55.7,64.7,57.6,51.5,41.3,38.2
18,2022,1,31,D,57.7,66.6,57.6,51.1,46.6,43.8
18,2022,1,31,E,54.8,64.9,56.4,49.1,44.1,41.7
18,2022,1,31,N,45.8,55.8,47.9,41.2,39.1,38.1
18,2022,1,31,T,55.5,64.9,55.8,48.4,39.9,38.4
19,2022,1,31,D,61.1,67.9,63.1,58.3,54.1,51.4
19,2022,1,31,E,62.8,67.8,61.4,55.4,50,46.3
19,2022,1,31,N,52.3,62.8,55.7,46.3,38.8,35.4
19,2022,1,31,T,60.1,67.1,62,55.6,42.7,36.6
20,2022,1,31,D,61.8,67.8,62.8,58.1,54.8,52
20,2022,1,31,E,59.7,67.5,61.6,55.8,50.4,47.4
20,2022,1,31,N,52.5,63.7,54.9,45.8,39.7,38.9
20,2022,1,31,T,59.8,66.9,61.8,56,41.7,39.2
24,2022,1,31,D,48.1,56,50.7,44.5,39.7,38.2
24,2022,1,31,E,43.5,50.4,44,41,39.3,38.2
24,2022,1,31,N,43.8,53.8,47.2,40.2,38.1,37.1
24,2022,1,31,T,46.4,55,49.7,41.8,38.7,37.4
25,2022,1,31,D,68.2,71.2,69.6,67.9,66.2,64.9
25,2022,1,31,E,67.7,70.6,69,67.5,65.7,63.4
25,2022,1,31,N,62.8,69.4,66.7,61,52.4,47
25,2022,1,31,T,67,70.8,69.2,67.1,57.9,48.5
26,2022,1,31,D,61.9,69,65.6,59.6,55.8,53.9
26,2022,1,31,E,60.2,67.7,63.9,57.8,55.5,54
26,2022,1,31,N,57.1,67.5,59.8,53.6,44.5,40.2
26,2022,1,31,T,60.5,68.6,64.6,57.7,49.3,41.8
27,2022,1,31,D,60.1,69.9,64,54.9,47.6,43
27,2022,1,31,E,59.6,68.1,63.1,56.7,53.2,50.8
27,2022,1,31,N,54.7,67.1,56.7,46.7,37.4,34.5
27,2022,1,31,T,58.9,68.9,62.8,53.6,42,35.4
28,2022,1,31,D,68.2,75.3,71.9,65.9,59,53.4
28,2022,1,31,E,65.2,73.1,69.3,61.2,51.9,43.3
28,2022,1,31,N,60.4,72.9,63.4,46.4,36.6,34.4
28,2022,1,31,T,66.3,74.7,70.7,62,40,35.2
29,2022,1,31,D,57.3,65.5,61.4,53.9,46.7,43.2
29,2022,1,31,E,54.7,64.5,59.3,47.8,40.4,34.8
29,2022,1,31,N,50.9,63.6,53,36.8,32.7,32.1
29,2022,1,31,T,55.5,64.9,60.2,49.3,34.1,32.2
30,2022,1,31,D,66.6,78.1,67.4,59.2,55.4,52.9
30,2022,1,31,E,55.6,62.8,58.9,53.7,47.3,45.1
30,2022,1,31,N,51.5,60.7,54.5,46,43.4,41
30,2022,1,31,T,63.8,76.2,63.2,56.1,44.7,42
31,2022,1,31,D,63.2,72.6,68.1,56.5,49.3,46.3
31,2022,1,31,E,62.2,71.4,67,55.6,51.4,49.7
31,2022,1,31,N,52.1,64.9,50.9,43.3,40.1,38.6
31,2022,1,31,T,61.4,71.8,66.3,53.1,41.5,39.2
47,2022,1,31,D,54.9,67.4,55,49.8,46,44.1
47,2022,1,31,E,53.4,66.3,52.9,45.6,41.7,39.6
47,2022,1,31,N,48.1,60.2,47,41.6,38.4,37.2
47,2022,1,31,T,53.3,66.2,53.6,47,39.9,37.7
48,2022,1,31,D,60.2,65.9,62.7,59,56.3,52.9
48,2022,1,31,E,58.3,64.6,60.8,57.4,53.2,51.1
48,2022,1,31,N,52.1,60.4,55.9,49.2,42.1,39
48,2022,1,31,T,58.4,65.1,61.6,57.4,46.3,40
50,2022,1,31,D,66.2,71.3,66.8,63.9,60.5,57.9
50,2022,1,31,E,63.7,69.7,65.9,62.7,58.5,55.1
50,2022,1,31,N,59.5,68,62.8,55.9,47.9,44.5
50,2022,1,31,T,64.4,70.3,66.1,62.3,52.8,45.5
54,2022,1,31,D,61.6,67,64.1,60.7,57.2,54.3
54,2022,1,31,E,61.2,66.5,63,59.2,55.7,53.5
54,2022,1,31,N,54.5,61.6,55.4,50.9,49.1,48.5
54,2022,1,31,T,60.1,65.1,61,57.2,54.3,52.2
55,2022,1,31,D,57.9,66.5,61,54.1,49.6,46.4
55,2022,1,31,E,56.2,64.1,58.6,54.4,51.5,49.5
55,2022,1,31,N,50.1,60.1,52.3,45.7,41.4,40.3
55,2022,1,31,T,56.2,65.5,59.3,52.5,42.9,41
86,2022,1,31,D,56.7,64.9,59.8,53.5,46.9,43.1
86,2022,1,31,E,53.2,62.2,57.1,49.6,43.5,41.3
86,2022,1,31,N,52.7,66.1,49.9,39.9,38.1,37.1
86,2022,1,31,T,55.2,64.7,58.5,49.7,38.9,37.4
1,2022,2,1,D,65.4,71.7,66.9,62.9,57.9,55.4
1,2022,2,1,E,64.5,71.3,66.4,61.5,55.4,52
1,2022,2,1,N,58,66.6,62.1,53.1,44.8,41.1
1,2022,2,1,T,63.9,70.8,66.2,60.2,49.7,42.4
2,2022,2,1,D,70.3,76,70.9,68.2,65,62
2,2022,2,1,E,70,74,69.4,66.5,62.9,59.4
2,2022,2,1,N,64.1,71.3,67.6,61.3,55.7,51.7
2,2022,2,1,T,69,75,70.2,66.7,58.8,53.3
3,2022,2,1,D,62.7,70.1,64.4,59.1,55,49.7
3,2022,2,1,E,60,68,62.7,58.2,53.7,51.2
3,2022,2,1,N,56.4,68.1,58.8,48.1,42.7,40.5
3,2022,2,1,T,61,69.5,63.4,57.5,45.3,41.3
5,2022,2,1,D,62.2,71.5,64,60.4,57.1,54.8
5,2022,2,1,E,59.7,66.1,62.5,58.3,54,50
5,2022,2,1,N,51.7,60.9,56.2,46.7,38.3,36.2
5,2022,2,1,T,60.2,69,63,58.2,42.4,36.8
6,2022,2,1,D,70.6,77.3,72.5,68,63.4,61.3
6,2022,2,1,E,70.1,78,71.9,66.4,61.9,56.3
6,2022,2,1,N,62.2,71,65.9,57.3,48.4,43.5
6,2022,2,1,T,69.1,76.5,71.7,65.4,53.7,45.2
8,2022,2,1,D,65,72.6,67,62.6,59.2,56.4
8,2022,2,1,E,64.1,72.5,66.6,61.8,57.2,53.7
8,2022,2,1,N,57.7,65.9,60.8,53.9,46.8,45.3
8,2022,2,1,T,63.4,70.4,64.9,59.6,54.9,52.3
10,2022,2,1,D,65.6,73.2,68.9,62.4,57.6,54.8
10,2022,2,1,E,64.3,73.2,67.5,61.2,55.4,52.1
10,2022,2,1,N,59.4,70.5,62.1,53,50.1,49.1
10,2022,2,1,T,64,72.6,67.6,60.2,51.2,49.4
11,2022,2,1,D,69.1,74.6,70.9,68.1,63.8,60
11,2022,2,1,E,67.3,72.8,69.4,65.4,59.9,56.1
11,2022,2,1,N,59,68.8,61.5,51.7,44.7,42.1
11,2022,2,1,T,67.2,72.4,67.5,62.2,56.8,53.5
12,2022,2,1,D,64.5,72.9,65.8,61.9,58.8,56.6
12,2022,2,1,E,63,70.9,64.4,61.1,57.1,53.3
12,2022,2,1,N,56.4,63.6,58.8,52.1,43.8,39.5
12,2022,2,1,T,62.8,71.2,64.6,60.3,48.7,40.9
13,2022,2,1,D,59.7,67.1,62.5,58.2,54,49.2
13,2022,2,1,E,57.1,63.6,59.6,54.7,49.9,47.8
13,2022,2,1,N,50.5,60.4,54.3,45.8,39.4,38
13,2022,2,1,T,57.7,65.9,61.2,55.4,41.8,38.4
14,2022,2,1,D,63.4,69.7,64.9,61.7,59.2,57.4
14,2022,2,1,E,63.8,68.3,63.7,60.5,57.2,54.7
14,2022,2,1,N,57.5,65.8,61.3,54.5,47.4,42.8
14,2022,2,1,T,62.3,68.4,64.1,60.4,51.4,44.9
16,2022,2,1,D,57.7,65.5,59.8,55.9,51.7,48.7
16,2022,2,1,E,54.8,61.7,57.8,53.2,47.3,43.5
16,2022,2,1,N,47.9,57.9,51.7,42.2,37.3,36.1
16,2022,2,1,T,55.6,63.6,58.7,53.3,39.6,36.4
17,2022,2,1,D,57,65,59.4,54.9,51.4,49.2
17,2022,2,1,E,55.8,64,58.5,54,48.2,45.8
17,2022,2,1,N,49.1,58.5,52.1,44.5,39.4,37.7
17,2022,2,1,T,55.3,63.9,58.3,53,41.5,38.3
18,2022,2,1,D,58.3,67.1,58.1,52.5,48.7,46
18,2022,2,1,E,59.7,64,55.4,49.6,45.8,43.1
18,2022,2,1,N,45.5,55.9,47.5,41.2,38.5,37.2
18,2022,2,1,T,57,65,56.3,49.8,39.6,38.1
19,2022,2,1,D,61.5,68.5,63.8,59.3,55,52
19,2022,2,1,E,60,67.8,61.9,56.1,50.8,46.4
19,2022,2,1,N,51.5,62.4,55,45.2,35.7,31.1
19,2022,2,1,T,59.6,67.6,62.6,56.4,40.7,32.5
20,2022,2,1,D,60.6,67.4,63.1,58.8,55.8,53.2
20,2022,2,1,E,60.2,68.4,62.6,57.1,51.5,47.5
20,2022,2,1,N,51.5,61.5,54.8,47.5,42.4,41.1
20,2022,2,1,T,59.1,66.7,62.2,56.9,44.7,41.4
24,2022,2,1,D,49.8,57.9,51.6,47.2,44.1,42.6
24,2022,2,1,E,45.9,53.3,48.3,44.7,42.5,41.1
24,2022,2,1,N,41.9,50.9,44.7,39.3,36.6,36.1
24,2022,2,1,T,47.7,56.2,50.2,45,37.8,36.2
25,2022,2,1,D,69.5,72.7,70.8,69.3,67.4,65.5
25,2022,2,1,E,68.7,71.5,70,68.6,66.5,63.9
25,2022,2,1,N,63.3,69.7,67.3,61.6,53.4,48.1
25,2022,2,1,T,68.1,71.9,70.5,68.3,58.5,49.9
26,2022,2,1,D,62.7,68.9,65.9,61.1,57.5,55.2
26,2022,2,1,E,60.9,68,64.3,58.9,56,54
26,2022,2,1,N,56.6,66.9,59.6,52.6,43.9,40.3
26,2022,2,1,T,61.1,68.6,65,59,48.5,41.4
27,2022,2,1,D,62.6,72.3,64.9,58.6,54,51.1
27,2022,2,1,E,59.1,68.1,63.1,55.2,49.7,45
27,2022,2,1,N,56.3,66.8,59.9,49.2,39.2,35.7
27,2022,2,1,T,60.7,69.9,63.8,56.2,44.1,36.9
28,2022,2,1,D,68.2,75,71.9,65.9,59.1,54.2
28,2022,2,1,E,66.4,73.6,69.7,62.5,53.6,46.2
28,2022,2,1,N,59.8,72.7,62.5,42.2,33,31.2
28,2022,2,1,T,66.4,74.6,70.7,62.2,35.9,31.8
29,2022,2,1,D,56.9,64.7,60.8,54.2,47.8,44.3
29,2022,2,1,E,54.3,64.2,59.1,47.9,41.1,38
29,2022,2,1,N,49.3,62.6,49.8,36,33.3,32.8
29,2022,2,1,T,55,64.2,59.7,49.5,34.2,33.1
30,2022,2,1,D,61.9,70.5,63.9,59.3,55.8,52.7
30,2022,2,1,E,58,64.6,60.1,55.5,50.2,48.4
30,2022,2,1,N,51.3,61.8,54.3,45.6,41.5,40
30,2022,2,1,T,59.7,69,62.1,56.7,44.2,40.4
31,2022,2,1,D,63.8,72.6,68.2,59.1,55.3,53.3
31,2022,2,1,E,62,71.1,66.9,56.4,50.3,47.3
31,2022,2,1,N,53.1,65.4,54.3,46.6,42.3,40.1
31,2022,2,1,T,61.8,71.7,66.6,56.3,44.6,41
47,2022,2,1,D,56.1,66.6,56,51.5,48.2,45.7
47,2022,2,1,E,54.4,68,54.2,48.3,44.2,41.7
47,2022,2,1,N,49.2,61.2,47.9,39.5,35.3,34.2
47,2022,2,1,T,54.4,66.1,54.8,49.2,37.1,34.5
48,2022,2,1,D,61.2,67.4,63.3,60.1,56.2,53.3
48,2022,2,1,E,59.6,66.2,61.9,58.5,54.8,52.2
48,2022,2,1,N,52.8,60.3,56.3,50.3,44.3,41.4
48,2022,2,1,T,59.4,66.6,62.4,58.1,47.6,42.3
50,2022,2,1,D,67.1,73,67.6,64.7,61.6,59.2
50,2022,2,1,E,66.7,71,66.7,63.6,59.7,56.3
50,2022,2,1,N,59.2,66.9,62.8,55.7,48.6,45.4
50,2022,2,1,T,65.6,71.5,66.8,63.2,52.3,46.6
54,2022,2,1,D,63.1,67.6,64.8,61.6,58.6,56.4
54,2022,2,1,E,61.2,66.4,63.6,60.2,57.1,55.2
54,2022,2,1,N,54.1,61.8,55.4,51.4,49.6,48.7
54,2022,2,1,T,61.3,65.5,61.5,58,55.4,53.7
55,2022,2,1,D,58.3,65.9,61,56.3,52.8,50
55,2022,2,1,E,56.8,64.7,58.9,54.4,50.7,48.1
55,2022,2,1,N,51.5,60.7,55,47.6,42.3,41.1
55,2022,2,1,T,56.7,64.9,59.7,54.5,44.9,41.4
86,2022,2,1,D,57.6,65.5,60.4,54.7,49.7,47
86,2022,2,1,E,53.8,62.5,57.6,50.5,44.5,42.5
86,2022,2,1,N,46.3,58.4,47.5,40.4,37.6,37.1
86,2022,2,1,T,55.3,64.1,58.9,51.1,38.8,37.2
1,2022,2,2,D,64.3,71.5,66.8,62.8,57.2,54.9
1,2022,2,2,E,63.7,71.3,66.5,61.8,55.2,52.4
1,2022,2,2,N,59,67.7,63.3,53.8,47,43.6
1,2022,2,2,T,63,70.8,66.2,60.4,50.5,44.8
2,2022,2,2,D,69.2,75,70.6,67.6,64.4,61.9
2,2022,2,2,E,68.7,74.7,69.9,67.2,64,60.6
2,2022,2,2,N,64.3,71.6,68,61.6,56.1,52.3
2,2022,2,2,T,68,73.8,69.9,66.6,59.1,53.8
3,2022,2,2,D,62.3,70.8,65.3,60.1,54.3,48
3,2022,2,2,E,61.3,69,64.1,59.4,55.7,53.5
3,2022,2,2,N,61,69.1,60.7,52,46.3,44
3,2022,2,2,T,61.7,70.1,64.4,58.2,48.6,44.8
5,2022,2,2,D,61.6,66.7,63.2,59.8,56.3,53.3
5,2022,2,2,E,60.3,66.3,62.6,58.5,54.1,50.1
5,2022,2,2,N,51.9,61.3,56,46.7,39.9,38.4
5,2022,2,2,T,59.8,65.8,62.5,57.8,42.8,39.1
6,2022,2,2,D,69.6,77,72.2,67.7,62.8,61
6,2022,2,2,E,69,75.8,71.4,66.2,61.8,57.6
6,2022,2,2,N,64,72,66.6,58.6,49.9,44.8
6,2022,2,2,T,68.1,75.8,71.4,65.1,54.9,46.8
8,2022,2,2,D,64.8,72.4,67.1,62.7,59.3,56.7
8,2022,2,2,E,64.8,71.2,66.6,62.3,58.1,55.2
8,2022,2,2,N,58.3,66.3,61.4,54.6,47.7,45.8
8,2022,2,2,T,63.5,70.2,65.1,59.9,55.3,52.9
10,2022,2,2,D,65.7,73.2,69,62.5,57.5,54.4
10,2022,2,2,E,65.5,72.8,67.4,61.3,56.6,54
10,2022,2,2,N,57.5,68.6,60.3,51.4,48.6,48
10,2022,2,2,T,64.2,72.5,67.6,60,49.8,48.2
11,2022,2,2,D,70.3,75.7,70.7,67.8,63.4,59.6
11,2022,2,2,E,67.5,74.3,69.5,65.8,60.6,56.6
11,2022,2,2,N,59.7,68.7,61.7,51.6,45.4,43
11,2022,2,2,T,68.3,73.2,67.5,62.2,57,53.6
12,2022,2,2,D,63.1,70.2,64.7,61.5,58.4,56.1
12,2022,2,2,E,63.2,70.2,64.3,61.2,58.1,55.7
12,2022,2,2,N,56.6,64.7,59.9,53,44.5,40.9
12,2022,2,2,T,61.8,69.2,63.9,60.1,49.1,42.2
13,2022,2,2,D,58.9,66.1,61.7,57.6,53.4,49.1
13,2022,2,2,E,56.1,64.2,59.1,54.1,48.5,45.2
13,2022,2,2,N,50.9,61.3,54.5,45.8,41.8,40.2
13,2022,2,2,T,57,65,60.5,54.9,44,40.9
14,2022,2,2,D,63.2,69.5,64.9,61.7,59.1,57.2
14,2022,2,2,E,62.3,68.4,63.8,60.8,57.4,55
14,2022,2,2,N,57.5,66,61.4,54.6,47.8,43.4
14,2022,2,2,T,61.8,68.5,64.1,60.5,51.9,45.2
16,2022,2,2,D,59.8,69.6,60.9,56,51.2,47.2
16,2022,2,2,E,58,63.6,58.4,53.5,46.8,42.6
16,2022,2,2,N,49,59.6,52.6,42.7,38,36.5
16,2022,2,2,T,57.9,66.8,59.4,53.4,40.1,37.1
17,2022,2,2,D,59.6,67.7,61.4,56,52.1,49.3
17,2022,2,2,E,57.1,66.2,59.2,53.3,48.7,46.6
17,2022,2,2,N,50.2,59.4,53.4,45.9,43,41.1
17,2022,2,2,T,57.6,66.3,59.8,53.5,44.5,41.9
18,2022,2,2,D,56.8,68.1,59.2,52.8,48.2,45.4
18,2022,2,2,E,54.7,65.3,56.6,50.3,46,44.3
18,2022,2,2,N,47,55.6,49,44.3,42.3,41.3
18,2022,2,2,T,54.9,66.5,57.3,50,43,41.8
19,2022,2,2,D,60.6,71,63.4,57.8,38.5,33.2
19,2022,2,2,E,40.6,50.2,41.8,35.9,32.2,30.2
19,2022,2,2,N,52.7,63.2,56.2,46,38.4,35.6
19,2022,2,2,T,58,68.9,61.6,51,34.8,31.1
20,2022,2,2,D,60.7,68.1,63,58.6,55.4,52.5
20,2022,2,2,E,59.3,67.5,62.1,56.9,51.8,48.5
20,2022,2,2,N,53.1,61.7,55,47.7,41.7,40.2
20,2022,2,2,T,59,67,62,56.6,44.3,40.7
24,2022,2,2,D,48.4,55.3,51.6,45.4,40.7,39
24,2022,2,2,E,45.9,54.3,48.4,44.3,41.9,40.5
24,2022,2,2,N,43.2,52,46.7,40.4,38.6,38.1
24,2022,2,2,T,46.9,54.6,50.7,43.5,39.4,38.2
25,2022,2,2,D,68.5,71.6,69.9,68.3,66.7,65.2
25,2022,2,2,E,68,70.7,69.3,67.9,66.2,64.3
25,2022,2,2,N,63.7,69.7,67.5,62.1,54.3,49
25,2022,2,2,T,67.3,71.2,69.6,67.5,59.1,50.7
26,2022,2,2,D,62,68.9,65.6,59.9,55.8,53.6
26,2022,2,2,E,61.6,68.1,64.8,59.7,57.2,55.3
26,2022,2,2,N,57.6,67,60.7,54.7,47.5,43.1
26,2022,2,2,T,60.9,68.6,64.8,58.5,51.7,44.8
27,2022,2,2,D,60.4,69.2,64.1,56.3,49.6,46.3
27,2022,2,2,E,59.3,67.9,62.6,55.3,51.2,48.3
27,2022,2,2,N,56,67.4,58.9,48.9,38.9,34.9
27,2022,2,2,T,59.2,68.6,63,54.2,44.5,36.2
28,2022,2,2,D,68.2,75,71.8,65.8,59.1,53.9
28,2022,2,2,E,66.3,73.5,69.7,62.6,55.3,49.3
28,2022,2,2,N,60.1,72.6,63.3,44.3,36,34.4
28,2022,2,2,T,66.4,74.5,70.6,62.3,38.6,35.1
29,2022,2,2,D,59.4,69.5,62.4,55.6,48,44.2
29,2022,2,2,E,55.6,65.2,60.1,48.8,41.9,38.2
29,2022,2,2,N,50,63.1,51.1,37.7,35.2,34.2
29,2022,2,2,T,57.2,68,61,50.5,36,34.6
30,2022,2,2,D,62.2,70.3,63.8,59.2,55.8,53.5
30,2022,2,2,E,58.4,63.7,61,57.7,53,50.6
30,2022,2,2,N,52.9,62,56.3,48.2,44.1,42.1
30,2022,2,2,T,60,68.5,62.1,57.2,46.4,43
31,2022,2,2,D,63.2,72.5,67.8,57.7,50.6,47.4
31,2022,2,2,E,62.3,71.7,66.9,56.8,51.1,48.5
31,2022,2,2,N,52.5,65.1,53.7,46.2,41.6,39.9
31,2022,2,2,T,61.4,71.7,66.2,54.5,43.7,40.4
47,2022,2,2,D,56.4,67.8,57,51.5,47.2,44.9
47,2022,2,2,E,54.9,67.6,54.9,48.7,46.1,44.4
47,2022,2,2,N,49.2,61.8,48.3,40.4,36.8,36
