NMT,anio,mes,dia,tipo,LAEQ,LAS01,LAS10,LAS50,LAS90,LAS99
11,2022,2,25,D,70.2,74.8,72.4,69.6,64.6,60.8
11,2022,2,25,E,68,73.8,69.8,66.4,61,57.3
11,2022,2,25,N,62,70.1,64.7,55.9,48.4,45.2
11,2022,2,25,T,68.4,73.1,69.4,64.5,58.6,55
12,2022,2,25,D,64.4,72.2,65.6,62.4,59,56.2
12,2022,2,25,E,62.8,69.3,64.5,61.4,58,55.3
12,2022,2,25,N,57.1,64.8,60.4,54.5,47.1,42
12,2022,2,25,T,62.7,69.9,64.8,60.6,51.6,43.9
13,2022,2,25,D,61.8,70.3,63.3,58.3,52.2,48.2
13,2022,2,25,E,57.1,64.9,59.9,55.1,49.9,47.2
13,2022,2,25,N,50.9,61,54.1,45.1,40.1,38.4
13,2022,2,25,T,59.5,67.8,61.9,54.9,42.4,39.1
14,2022,2,25,D,64.5,70.5,67.1,63.4,60.3,58
14,2022,2,25,E,62.2,68.9,64,61.1,58.3,56.2
14,2022,2,25,N,59.5,67.4,62.7,57.1,52,48.7
14,2022,2,25,T,63,69.9,66,61.6,55.2,50.1
16,2022,2,25,D,59.4,65.3,62.4,57.9,51.6,46.3
16,2022,2,25,E,56.6,62.8,59.2,54.5,47.3,43.5
16,2022,2,25,N,53.1,62.4,54.6,44.9,38,36.3
16,2022,2,25,T,57.6,64.8,61.2,54.7,41.2,36.9
17,2022,2,25,D,57.5,65.1,59.4,54.5,50.4,47.5
17,2022,2,25,E,56.3,64.4,59.4,54.2,48.5,45.1
17,2022,2,25,N,51.3,62.3,54.3,44.3,38.3,37.1
17,2022,2,25,T,55.8,64.1,58.5,52.5,40.6,37.4
18,2022,2,25,D,56,65.5,58.3,52.5,47.8,44.7
18,2022,2,25,E,58.6,70.6,59.6,52.9,46.8,43.1
18,2022,2,25,N,46.3,56.4,48.2,42,39.4,38.9
18,2022,2,25,T,55.2,65.5,57.5,50.2,40.5,39.1
19,2022,2,25,D,61.4,68.5,64.2,59.2,54.9,52
19,2022,2,25,E,59.2,68,62.4,56.8,52.2,49.1
19,2022,2,25,N,52.7,62.9,55.8,46.7,39.4,35.8
19,2022,2,25,T,59.6,67.8,63,56.7,43.4,37.1
20,2022,2,25,D,62.1,69.4,64.8,59.6,55.7,51.8
20,2022,2,25,E,59.9,68.3,62.8,57.5,52.2,48.2
20,2022,2,25,N,56.1,63.2,55.6,48,41.6,39.8
20,2022,2,25,T,60.5,68.6,63.5,57.2,45.1,40.3
24,2022,2,25,D,47.4,53.8,49.3,46.4,44.4,43.2
24,2022,2,25,E,46,53.3,47.8,44.9,42.4,41
24,2022,2,25,N,42.2,49.8,43.5,40,38.3,37.7
24,2022,2,25,T,46,53.3,48.5,45.1,39,38.1
25,2022,2,25,D,72.6,76.3,74.8,72.1,69.6,67.7
25,2022,2,25,E,69.5,71.8,70.8,69.4,67.8,66
25,2022,2,25,N,64,69.7,67.5,62.8,55.1,48.9
25,2022,2,25,T,70.6,75.8,74,69.8,59.9,51.4
26,2022,2,25,D,65.4,71.9,68.8,63.6,59.3,57.1
26,2022,2,25,E,61.9,69.1,65.5,59.3,56.9,55.1
26,2022,2,25,N,56.7,66.6,59.6,53.4,45.5,42.4
26,2022,2,25,T,63.3,71.3,67.4,60.5,49.8,43.6
27,2022,2,25,D,62.3,71.5,66.5,57.9,53.7,51.1
27,2022,2,25,E,59.2,68.3,62.9,55.4,51.2,47.9
27,2022,2,25,N,54.8,66.4,57.5,47.8,39.4,36.1
27,2022,2,25,T,60.4,70.5,64.5,55.5,43.9,37.1
28,2022,2,25,D,70.2,77.4,72.9,67.1,60.1,54.9
28,2022,2,25,E,66.1,73.5,70.2,63.3,55.6,49.3
28,2022,2,25,N,60.2,72.2,63.5,46.9,35.8,34
28,2022,2,25,T,68.1,75.8,71.6,63.2,39.8,34.6
29,2022,2,25,D,58.5,66.7,62.9,54.4,47.6,43.8
29,2022,2,25,E,55.7,65.3,60.4,49.1,42.1,38.3
29,2022,2,25,N,48.7,61.5,50.4,36.9,33.6,33.1
29,2022,2,25,T,56.5,66,61.4,49.9,34.6,33.2
30,2022,2,25,D,62.4,68.5,65.2,60.9,56.5,52.6
30,2022,2,25,E,57.9,65.5,60.7,56.2,50.4,48.1
30,2022,2,25,N,52.6,61.6,55.2,46.7,43.3,41.2
30,2022,2,25,T,60.2,67.8,63.8,57.6,45.2,42
31,2022,2,25,D,64.8,74.1,69.6,58.6,53.7,51.2
31,2022,2,25,E,63.7,72.4,68.3,58.2,51.8,48.5
31,2022,2,25,N,52.4,65.1,51.7,45,41,39.1
31,2022,2,25,T,63,73.3,67.8,55.6,42.9,39.7
47,2022,2,25,D,55.1,66.9,55.8,51.2,48.3,45.9
47,2022,2,25,E,56.8,68.4,56.6,50.3,46.8,44.5
47,2022,2,25,N,50,60.6,50.9,44.2,38.5,36.4
47,2022,2,25,T,54.4,66.3,54.8,49.8,42,37.2
48,2022,2,25,D,62.7,68.2,64.4,61.9,58.3,55.5
48,2022,2,25,E,60,66,61.6,59.3,56.4,53.6
48,2022,2,25,N,55.3,61.3,57.4,53.7,49.4,46.4
48,2022,2,25,T,60.9,65.5,61.6,58.8,55,52.2
50,2022,2,25,D,66.9,72,69.3,65.9,62.5,59.9
50,2022,2,25,E,64.9,70.2,66.8,63.7,60.3,57.3
50,2022,2,25,N,61.6,68,63.9,57.9,51.2,47.1
50,2022,2,25,T,65.4,71.3,68.3,63.9,55,48.7
54,2022,2,25,D,62.4,67.8,64.9,61.5,58.2,55.9
54,2022,2,25,E,61.3,66.8,63.6,60.3,57.2,54.8
54,2022,2,25,N,54.5,62.5,56.3,51.3,49.3,48.5
54,2022,2,25,T,60.8,65.9,61.9,58,55.2,53.3
55,2022,2,25,D,59.8,68.3,63,56.5,52.4,49.4
55,2022,2,25,E,56.6,64.5,58.4,53.2,49.8,47
55,2022,2,25,N,50.3,59.7,52.8,47,42.6,41.2
55,2022,2,25,T,57.7,67,61,53.7,44.7,41.6
86,2022,2,25,D,57.8,66.4,61.2,54.7,48.7,45.1
86,2022,2,25,E,55.1,64.6,58.6,51.5,44.9,41.9
86,2022,2,25,N,47.2,58.7,48.8,41.3,38.1,37.1
86,2022,2,25,T,55.7,65.2,59.5,50.9,39.5,37.3
1,2022,2,26,D,65.8,72.4,69,61.9,56.3,50.2
1,2022,2,26,E,64.1,70.5,66.8,62.2,56.9,54.6
1,2022,2,26,N,62.5,69.2,65.9,59.5,54.1,50.4
1,2022,2,26,T,64.6,71.8,67.9,61.1,55.4,50.5
2,2022,2,26,D,69.4,74.2,71.1,67.9,63.9,60.4
2,2022,2,26,E,68.4,74,69.8,67.4,64,61.5
2,2022,2,26,N,67.4,71.9,68.6,64.9,59.8,56.3
2,2022,2,26,T,68.7,74,70.4,67,62.1,57.5
3,2022,2,26,D,59.4,67.2,61.9,57.3,52.3,47.3
3,2022,2,26,E,60.8,68.7,63.2,59,55.8,53.1
3,2022,2,26,N,62.3,70,64.1,59,55.1,50.6
3,2022,2,26,T,60.7,68.5,62.8,58.1,53.6,48.4
5,2022,2,26,D,60.8,67.2,63.9,59.3,54.3,47.6
5,2022,2,26,E,60,66.3,62.8,58.5,53.9,50.3
5,2022,2,26,N,53.2,62.3,57,49.2,42.8,40.3
5,2022,2,26,T,59.2,66.6,62.8,57.1,45.9,41.2
6,2022,2,26,D,69.6,76.5,72.9,67.3,61.8,56
6,2022,2,26,E,68.6,75,71.3,66.2,61.9,57.9
6,2022,2,26,N,66.3,73.8,69.2,63.8,57.4,53.1
6,2022,2,26,T,68.5,75.9,71.8,65.9,59.7,54.5
8,2022,2,26,D,65.5,71.7,68,63.3,58.5,55.2
8,2022,2,26,E,64,70.4,66.2,62.1,58.7,55.6
8,2022,2,26,N,61.7,69.1,65,59.9,51.4,47.4
8,2022,2,26,T,64.3,70.5,66.7,62,56.2,52.7
10,2022,2,26,D,63.9,72.3,67.8,60.9,55,50.9
10,2022,2,26,E,63.8,71.7,66.9,60.1,55.3,51.9
10,2022,2,26,N,60.6,70.1,64,55,50,48.4
10,2022,2,26,T,63,71.8,66.8,59.2,52,49.1
11,2022,2,26,D,68.6,73.8,70.7,66.2,59.9,56.4
11,2022,2,26,E,66.6,72,69.3,65.6,59.9,56
11,2022,2,26,N,63.5,70.2,66.2,58.6,50.9,47
11,2022,2,26,T,66.9,72.3,68.9,63.5,56.9,53.2
12,2022,2,26,D,62.3,68.7,64.3,60.6,56.7,52.2
12,2022,2,26,E,61.8,69.9,63.6,60.4,56.9,54.3
12,2022,2,26,N,58.2,64.6,60.6,56,50.3,45.8
12,2022,2,26,T,61.3,68.3,63.6,59.3,53.4,47.4
13,2022,2,26,D,58.2,66.7,61,55.3,49.8,46.9
13,2022,2,26,E,56.1,64.2,59.1,53.1,47.2,43.8
13,2022,2,26,N,51,60.9,54.7,45.9,42.2,40.8
13,2022,2,26,T,56.4,65,59.7,52.5,43.7,41.2
14,2022,2,26,D,63.5,69.6,65,62.1,59.3,55.8
14,2022,2,26,E,64.2,69.6,64.2,61.2,58.9,57.1
14,2022,2,26,N,58.3,66,61.6,56.1,50.7,47.4
14,2022,2,26,T,62.6,68.8,64.4,60.9,53.8,48.7
16,2022,2,26,D,58.8,64.4,60.8,55.6,48.3,43.2
16,2022,2,26,E,57.6,64.7,59.5,54.2,46.4,40.8
16,2022,2,26,N,51.1,60.1,55.2,47.1,39.1,36.7
16,2022,2,26,T,57.2,63.9,59.7,53.1,42.6,37.4
17,2022,2,26,D,58.4,68.3,60.8,55.2,49.8,45.7
17,2022,2,26,E,57.3,67.5,60.1,52.7,46.8,43
17,2022,2,26,N,51.9,60.8,52.7,44.6,39.4,37.6
17,2022,2,26,T,56.8,67,59.5,52.4,42,38.2
18,2022,2,26,D,56,65.9,58.3,52,47.2,44.9
18,2022,2,26,E,55.6,66.9,57.7,51.1,46.1,43.7
18,2022,2,26,N,47.5,57.6,49.4,44.3,42.2,41.2
18,2022,2,26,T,54.4,64.8,56.9,49.5,43,41.4
19,2022,2,26,D,59.7,67.6,62.7,57.1,52,48
19,2022,2,26,E,58,66.1,61.3,55.5,51.3,48.6
19,2022,2,26,N,53.4,63.2,56.9,48.7,42.9,39.5
19,2022,2,26,T,58.1,66.7,61.5,54.9,45.9,40.8
20,2022,2,26,D,59.9,67.8,63,57.6,53.2,46.4
20,2022,2,26,E,58.8,67.9,62.3,56.2,51.2,47.6
20,2022,2,26,N,54.1,64.3,57,49.4,43.8,41.3
20,2022,2,26,T,58.5,67.1,61.9,55.6,46.6,42.2
24,2022,2,26,D,47.6,54.5,50,46.2,44.1,41.9
24,2022,2,26,E,45.8,53.4,48.5,43,40.6,40
24,2022,2,26,N,41.6,50.7,42.7,40,38.6,38.1
24,2022,2,26,T,46,53.7,48.9,44.5,39.3,38.2
25,2022,2,26,D,71.8,74.8,73.6,71.6,69,65
25,2022,2,26,E,70.1,72.7,71.5,70,68.1,65.9
25,2022,2,26,N,65,69.8,68,64.2,58.2,54
25,2022,2,26,T,70.1,74.6,72.9,70,61.8,55.7
26,2022,2,26,D,63.8,71,67.5,61.2,57.6,55.4
26,2022,2,26,E,61.9,68.9,65.3,59.8,57.3,55.7
26,2022,2,26,N,57.5,67.5,60.6,54.3,45.7,41.6
26,2022,2,26,T,62.1,70.3,66.2,59.3,50.6,43.1
27,2022,2,26,D,60.3,70.2,64.1,55.7,48.5,43.8
27,2022,2,26,E,57.2,67.9,61.4,48.5,43.3,41.2
27,2022,2,26,N,54,65.6,56.5,47.1,38.8,36.1
27,2022,2,26,T,58.4,68.9,62.2,52.1,42,37
28,2022,2,26,D,68.1,75.7,71.6,64.8,56.7,48
28,2022,2,26,E,66.1,73.2,68.8,61.5,53.4,47.2
28,2022,2,26,N,61.3,70.7,63,48.7,37.7,35.5
28,2022,2,26,T,66.2,74.7,70,61.2,42.8,36.2
29,2022,2,26,D,56.7,65.8,61.2,51.7,44.7,39.7
29,2022,2,26,E,56.8,66.6,61.8,49.5,41.3,36.8
29,2022,2,26,N,51.6,63.5,54.2,40.3,35.2,34.1
29,2022,2,26,T,55.6,65.6,60.2,48.6,37.2,34.3
30,2022,2,26,D,59,66,61.8,57.6,51.9,47.2
30,2022,2,26,E,58.6,65.6,61,57,52.5,50.2
30,2022,2,26,N,51.3,60.3,54.2,46.9,43.3,42.1
30,2022,2,26,T,57.5,65.3,60.9,55.1,44.7,42.5
31,2022,2,26,D,64,73.9,69.1,56.7,49.7,47.1
31,2022,2,26,E,62.9,72.3,67.8,54.8,47.2,42.7
31,2022,2,26,N,53.4,67.3,50.6,45.2,42.1,40.2
31,2022,2,26,T,62.2,73,67.1,52.5,43.4,40.9
47,2022,2,26,D,52.7,63.4,54,49,46.1,41.7
47,2022,2,26,E,54.5,65.3,54.9,49.4,45.7,42.8
47,2022,2,26,N,47.8,58.2,48.8,42,38.8,37.3
47,2022,2,26,T,52,62.8,53.4,48,40.6,38
48,2022,2,26,D,61.3,66.2,62.8,60.2,56.4,53.7
48,2022,2,26,E,59.7,65.2,61.4,59.2,56.3,53.7
48,2022,2,26,N,57.8,66,59.6,56,51.2,48.4
48,2022,2,26,T,60.2,66,61.5,58.6,54.7,51.9
50,2022,2,26,D,65.7,71.3,68,64.3,59.7,55.1
50,2022,2,26,E,65.2,71,66.5,63.4,59.4,56.5
50,2022,2,26,N,62,68.6,64.3,59.2,53.6,50.2
50,2022,2,26,T,64.6,70.8,67.1,62.8,56.3,51.4
54,2022,2,26,D,61.1,66.5,63.5,59.9,56.5,54.2
54,2022,2,26,E,60,66.2,62.9,58.9,55,52.2
54,2022,2,26,N,55,62.7,57.4,52.2,50.1,49.2
54,2022,2,26,T,59.6,65.2,61.4,57.2,54.1,52.1
55,2022,2,26,D,55.8,64,58.8,53.3,48.6,46.2
55,2022,2,26,E,54.6,64,57.1,50.6,46.9,44.8
55,2022,2,26,N,50.6,60.3,53,47.2,42.6,41.2
55,2022,2,26,T,54.4,63.5,57.5,51,44.7,41.7
86,2022,2,26,D,55.2,64.5,59,51.4,44.2,41.2
86,2022,2,26,E,53.2,62.6,56.8,48.1,40.5,38.1
86,2022,2,26,N,47.7,58.9,49.9,41.7,38,37.1
86,2022,2,26,T,53.4,63.4,57.4,47.7,39.2,37.2
1,2022,2,27,D,64.6,70,65.9,60.8,55.6,52.5
1,2022,2,27,E,64.6,70,65.9,60.8,55.6,52.5
1,2022,2,27,N,62.6,68.9,66.3,59.5,54.4,51.2
1,2022,2,27,T,63.7,71.3,65.9,59.6,53.9,49.3
2,2022,2,27,D,69.9,75,69.7,67.1,63.6,60.7
2,2022,2,27,E,69.9,75,69.7,67.1,63.6,60.7
2,2022,2,27,N,67.7,74.5,69.6,66,61,57.5
2,2022,2,27,T,67.7,73.7,69.1,65.5,61.2,58.1
3,2022,2,27,D,59.4,67.5,61.7,56.6,50.4,46.9
3,2022,2,27,E,59.2,67.7,61.8,56.9,53.1,50.5
3,2022,2,27,N,61.8,70.6,64.4,59.1,55.2,52.1
3,2022,2,27,T,60.2,69,62.7,57.4,51.5,47.3
5,2022,2,27,D,59.9,66.5,62.7,58.1,52.4,44.6
5,2022,2,27,E,60.2,68.7,62.8,58.3,53.3,49.1
5,2022,2,27,N,53.2,62.2,57.1,49.8,41.7,38.3
5,2022,2,27,T,58.7,66.1,62,56.3,45.7,39.4
6,2022,2,27,D,67,73.5,70,64.7,60.3,56.3
6,2022,2,27,E,67,73.5,70,64.7,60.3,56.3
6,2022,2,27,N,66.3,73.8,69.5,64,57.8,53.4
6,2022,2,27,T,66.7,73.8,69.7,64.3,58.1,53.7
8,2022,2,27,D,62.8,70,65.6,60.9,55.7,52.6
8,2022,2,27,E,63.3,70.5,65.8,61.4,57.1,53.6
8,2022,2,27,N,63.1,69.9,66.2,61.6,53.1,48.2
8,2022,2,27,T,62.9,70,65.8,61.2,54.9,51.1
10,2022,2,27,D,62.4,70.9,66.1,59.1,53.4,49.6
10,2022,2,27,E,62.9,71.3,66.4,59.9,54.8,51.3
10,2022,2,27,N,60.1,70.5,64,55.4,50.3,48.7
10,2022,2,27,T,61.9,70.9,65.7,58.2,51.8,49.1
11,2022,2,27,D,65.5,71.6,68.3,63.3,57.1,53.6
11,2022,2,27,E,66.5,71.9,68.7,64.4,57.9,53.9
11,2022,2,27,N,62.9,70.4,66.4,59,51.2,47
11,2022,2,27,T,65,71.2,67.7,62,55.1,51.2
12,2022,2,27,D,62.4,72.3,63.7,59.7,55.3,51.2
12,2022,2,27,E,62.3,68.5,63.5,60.2,56.9,53.7
12,2022,2,27,N,58.7,64.7,61.4,56.6,51.1,46.5
12,2022,2,27,T,61.4,69.7,63,58.9,53.4,48.3
13,2022,2,27,D,54.5,63,57.9,50.8,42.7,38.8
13,2022,2,27,E,54.7,63.1,57.8,51.9,45.5,41.4
13,2022,2,27,N,50,60.5,54.2,42.4,37.9,35.4
13,2022,2,27,T,53.7,62.8,57.3,49.1,39.5,36.4
14,2022,2,27,D,62.6,67.4,63.5,60.3,56.8,53.2
14,2022,2,27,E,61.3,67.3,63.6,60.6,57.2,54.6
14,2022,2,27,N,60.2,67.8,62.3,57.2,52.5,49.3
14,2022,2,27,T,61.6,67.4,63.2,59.6,54.5,50.7
16,2022,2,27,D,54.6,62.7,57.4,52.3,45.4,39.6
16,2022,2,27,E,55.8,62.9,58.4,52.9,45.2,40.7
16,2022,2,27,N,52.8,61.1,56.3,48.4,39.5,35.5
16,2022,2,27,T,54.5,62.2,57.2,51.4,42.4,36.9
17,2022,2,27,D,55.3,65.1,57.8,52.6,46.4,41.3
17,2022,2,27,E,54.5,63.3,57,51.8,47.4,44.9
17,2022,2,27,N,48.5,58.1,52.1,43.9,37.4,35.2
17,2022,2,27,T,53.8,63.4,56.7,50.5,40.6,35.9
18,2022,2,27,D,55.9,65.5,57.7,50.9,43.8,38.6
18,2022,2,27,E,54.5,66.9,55.7,48.7,42.5,39.1
18,2022,2,27,N,46.6,56.8,49,41.9,38.1,36.8
18,2022,2,27,T,54.1,64.2,56.1,47.7,39.3,37.1
19,2022,2,27,D,58.4,67.2,61.8,55.3,49.5,45
19,2022,2,27,E,58.4,66.9,61.3,55.4,51.3,49.1
19,2022,2,27,N,54.3,63.6,57.5,49.9,43.6,40.1
19,2022,2,27,T,57.4,66.6,60.8,53.9,46.3,41.5
20,2022,2,27,D,58.7,67.2,61.4,56.1,50.5,42.4
20,2022,2,27,E,59.2,67,61.9,56.3,51.2,47.8
20,2022,2,27,N,54.4,64.9,57.7,49.5,42.4,39.2
20,2022,2,27,T,57.7,66.5,60.8,54.7,45.5,40.2
24,2022,2,27,D,47.3,54.6,50.4,45.5,41,39.4
24,2022,2,27,E,45.6,54.5,49.3,42,39.3,38.1
24,2022,2,27,N,40.9,49.9,42.6,39.1,37.7,37.1
24,2022,2,27,T,45.7,53.9,49.3,42.3,38.4,37.2
25,2022,2,27,D,68.6,71.4,69.9,68.4,66.5,64.5
25,2022,2,27,E,68.6,71.4,69.9,68.4,66.5,64.5
25,2022,2,27,N,66.1,70.8,69,65.4,59.9,54.1
25,2022,2,27,T,68.2,71.9,70.4,68.1,63.1,56.7
26,2022,2,27,D,60.7,67.8,64.1,58.5,56.2,54.5
26,2022,2,27,E,60.7,67.8,64.1,58.5,56.2,54.5
26,2022,2,27,N,57.5,67.5,60.2,54.8,46,41.3
26,2022,2,27,T,60.2,68.8,64,57.5,51,42.6
27,2022,2,27,D,57.6,68,61.5,51.1,45.8,42.3
27,2022,2,27,E,57.5,67,61.2,52.9,48,44.8
27,2022,2,27,N,52,65.3,51.9,40.8,33.9,31.5
27,2022,2,27,T,56.4,67.2,60.2,49.6,37.5,32.3
28,2022,2,27,D,66.3,74.5,70.3,63,54.3,40.3
28,2022,2,27,E,65,72.9,69.2,62.1,54.8,49.1
28,2022,2,27,N,59.8,70.9,63.5,48.7,37.3,34.4
28,2022,2,27,T,64.7,73.7,69,60,41.7,35.3
29,2022,2,27,D,56.1,64.6,60.1,52.2,44.9,40.3
29,2022,2,27,E,56.1,65.4,60.9,49,39.9,35.7
29,2022,2,27,N,48.9,62.3,49.2,37.7,32.9,32.1
29,2022,2,27,T,54.7,64.4,59.3,48.1,34.5,32.3
30,2022,2,27,D,58.8,67.5,60.8,56.4,49.8,46.3
30,2022,2,27,E,59,67.5,61.5,55.8,49.5,47.2
30,2022,2,27,N,51.6,60.1,54.9,48.4,44.1,42.2
30,2022,2,27,T,57.5,66.2,60.1,53.8,46.2,42.8
31,2022,2,27,D,61.4,72,66.5,51.9,44.3,38.9
31,2022,2,27,E,61.6,71.1,66.3,54.9,49.7,47.5
31,2022,2,27,N,54.1,68,50.2,40.4,37.1,36
31,2022,2,27,T,60.1,71.3,64.6,49.8,38.5,36.3
47,2022,2,27,D,52.9,64.2,54.5,48.3,42.5,37.4
47,2022,2,27,E,60.3,70.9,63.4,54.2,48.1,42.3
47,2022,2,27,N,48.8,57.3,51.1,42.1,36.7,34.7
47,2022,2,27,T,54.8,66.9,56,47.4,38.9,35.4
48,2022,2,27,D,58.2,64.2,60,57,53.5,51.3
48,2022,2,27,E,58.7,64.1,60.2,58,55.2,53.4
48,2022,2,27,N,57.1,62.4,59.4,55.8,50.6,47.4
48,2022,2,27,T,57.8,63.6,59.8,56.7,52.7,50.2
50,2022,2,27,D,66.8,70.7,66.1,63.1,59.4,56.4
50,2022,2,27,E,66.8,70.7,66.1,63.1,59.4,56.4
50,2022,2,27,N,61.6,68.3,64.7,59.7,53.9,50
50,2022,2,27,T,63.8,69.3,65.5,61.5,55.9,51.4
54,2022,2,27,D,58.8,65.1,61.5,57.2,53.4,50.9
54,2022,2,27,E,60.3,65.9,62.6,58.5,54.6,51.6
54,2022,2,27,N,54.9,63.6,57.4,51.3,48.9,48
54,2022,2,27,T,58.2,64.7,60.3,55.4,52,50
55,2022,2,27,D,53.6,62.3,56.3,50.1,45.8,43.2
55,2022,2,27,E,54.2,63,56.3,50.4,47,45
55,2022,2,27,N,49,59.2,51.2,45.1,41.7,40.4
55,2022,2,27,T,52.7,61.7,55.3,48.9,43.3,41
86,2022,2,27,D,53.4,62.6,57,49.1,42.4,37.5
86,2022,2,27,E,52.6,61.8,56.4,48.6,43.1,40.2
86,2022,2,27,N,47,58.9,49.2,39.9,36.3,35.2
86,2022,2,27,T,51.9,61.8,55.8,46.5,37.7,35.7
1,2022,2,28,D,65,72.3,67.5,63.3,58.1,55.5
1,2022,2,28,E,63.8,71.5,66.4,61.5,55.3,51.9
1,2022,2,28,N,59.8,67.9,63.8,54.9,47.4,43.1
1,2022,2,28,T,63.8,71.6,66.7,61,51.4,45
2,2022,2,28,D,69.5,74.8,70.8,68.1,65,62.3
2,2022,2,28,E,68.9,75,69.6,66.7,63.1,60.3
2,2022,2,28,N,65.4,71.8,68.5,62.8,56.4,52.6
2,2022,2,28,T,68.6,74.3,70.2,66.8,60.1,54.1
3,2022,2,28,D,66.2,70.8,64.7,59.7,54.4,47.2
3,2022,2,28,E,61.9,69.1,64.5,60.3,57,54
3,2022,2,28,N,58.3,70,60.7,53.1,48.1,45
3,2022,2,28,T,64.1,70.2,64,58.4,50.4,45.8
5,2022,2,28,D,61.1,66.8,63.3,59.8,56.2,53.2
5,2022,2,28,E,60,66.3,62.8,58.5,53.2,48.8
5,2022,2,28,N,52.6,61.7,56.6,48.3,39.2,36.7
5,2022,2,28,T,59.8,66,62.5,57.7,44,37.4
6,2022,2,28,D,69.5,77.3,72.2,67.2,62.7,60.2
6,2022,2,28,E,68.7,76.8,71.1,65.8,61.3,56.5
6,2022,2,28,N,63.4,72,66.7,59.2,51.3,47.2
6,2022,2,28,T,68.1,76,71.3,64.9,55.6,48.8
8,2022,2,28,D,65.2,72.6,67.6,63,59.8,57
8,2022,2,28,E,64.1,71.5,66.6,62.2,57.5,54.1
8,2022,2,28,N,59.4,67.2,62.4,56.2,47.6,44.8
8,2022,2,28,T,63.7,70.6,65.7,60.5,55.3,52.4
10,2022,2,28,D,65.2,72.9,68.6,62.2,57.2,54.2
10,2022,2,28,E,64.5,71.7,67.2,61.2,56.3,53.3
10,2022,2,28,N,57.8,68.8,61,51.5,47.8,47.1
10,2022,2,28,T,63.7,72.1,67.2,59.9,49.3,47.3
11,2022,2,28,D,68.6,73.7,70.7,67.8,63,59
11,2022,2,28,E,67.8,73.4,69.3,65.6,60.1,56
11,2022,2,28,N,59.5,68.4,62.1,51.7,44,40.7
11,2022,2,28,T,67,71.9,67.5,62,56.2,52.4
12,2022,2,28,D,63.6,72.6,65,61.7,58.3,56
12,2022,2,28,E,62.7,70.4,64.3,60.7,56.2,52.8
12,2022,2,28,N,57.2,64.2,59.6,53.9,47,41.3
12,2022,2,28,T,62.1,70.5,64.2,59.9,51.1,43.4
13,2022,2,28,D,60.3,68.5,62.8,57.8,52.3,48.2
13,2022,2,28,E,55.5,64.2,58.7,52.7,46.5,43.2
13,2022,2,28,N,51.4,61.8,54.5,41.5,36.1,34.5
13,2022,2,28,T,58,67,61.1,54.3,38.2,35.2
14,2022,2,28,D,66.2,72.8,68.4,64,60.5,58
14,2022,2,28,E,73.6,76.4,66.8,61.6,58.2,55.7
14,2022,2,28,N,60.7,66.5,61.7,55.7,47.6,42.8
14,2022,2,28,T,68,72.5,67.2,61.8,52.4,44.6
16,2022,2,28,D,59.9,69,60.9,56.4,51.5,47
16,2022,2,28,E,56.1,64.2,58.6,53.7,46.1,41
16,2022,2,28,N,52.8,61.1,55.6,47.4,36.5,34.8
16,2022,2,28,T,57.8,66.3,59.6,54.1,40.8,35.4
17,2022,2,28,D,56.1,64,58.9,54.1,49.6,46.2
17,2022,2,28,E,60.3,69.7,63.7,56.6,51.7,46.7
17,2022,2,28,N,49.4,58.9,52.9,45.1,39,35.6
17,2022,2,28,T,56.1,65.9,59,52.7,41.7,36.8
18,2022,2,28,D,56,66.5,58.3,51.5,46.8,43.4
18,2022,2,28,E,55.7,68.5,56.6,50,44.4,39.7
18,2022,2,28,N,45.7,56.3,47.9,40.2,36.6,36
18,2022,2,28,T,54.3,65.6,56.3,48.9,37.9,36.2
19,2022,2,28,D,61.5,69.4,63.4,57.9,53.4,50.9
19,2022,2,28,E,61.7,68.8,62.9,56.5,51.8,49.2
19,2022,2,28,N,54,65.5,57.1,47.7,39.1,34.2
19,2022,2,28,T,60.2,68.4,62.3,55.6,43.9,36.3
20,2022,2,28,D,60,67.4,62.5,57.6,54.3,51.4
20,2022,2,28,N,54.3,62.5,55.1,47.5,40.5,39.1
24,2022,2,28,D,49,55.6,51.6,47.8,43.9,41.6
24,2022,2,28,E,46.2,53.8,50.2,43.4,40.2,38.5
24,2022,2,28,N,45.5,53.1,45.7,39.5,37.9,37.1
24,2022,2,28,T,47.6,54.9,50.7,45.3,38.6,37.3
25,2022,2,28,D,69.5,75.2,71.1,68.8,67,65.5
25,2022,2,28,E,67.9,70.9,69.2,67.7,66,64.1
25,2022,2,28,N,64.7,70.5,68.4,63.4,54.6,48.6
25,2022,2,28,T,68.1,73.7,70.4,67.8,60.1,50.4
26,2022,2,28,D,62.4,69.6,65.8,60,56.9,55
26,2022,2,28,E,60.7,67.5,64,58.8,56.6,55.2
26,2022,2,28,N,57.5,67.7,60.5,53.9,44.6,40.7
26,2022,2,28,T,61,68.8,64.8,58.5,49.6,42.1
27,2022,2,28,D,60.3,68.8,63.9,55.9,50,45.1
27,2022,2,28,E,57,67,61.4,49.9,44.2,42.3
27,2022,2,28,N,54.2,66,56.9,46.1,37.8,33.7
27,2022,2,28,T,58.6,68,62.5,52.8,42,35.1
28,2022,2,28,D,67.4,74.5,71,64.9,57.9,52.7
28,2022,2,28,E,65.5,73.2,69.7,62.3,53.9,46.7
28,2022,2,28,N,60.3,72.4,63.7,47.2,36.1,32.3
